Datetime,Open,High,Low,Close,Adj Close,Volume,class
2023-01-02 06:00:00+00:00,16654.1796875,16660.572265625,16642.19921875,16642.37890625,16642.37890625,23991296,1
2023-01-02 07:00:00+00:00,16643.1328125,16751.025390625,16642.482421875,16733.3203125,16733.3203125,685169664,0
2023-01-02 08:00:00+00:00,16730.89453125,16759.34375,16722.005859375,16738.244140625,16738.244140625,302564352,-1
2023-01-02 09:00:00+00:00,16738.748046875,16743.384765625,16722.615234375,16723.53515625,16723.53515625,176388096,0
2023-01-02 10:00:00+00:00,16722.537109375,16741.27734375,16722.537109375,16736.640625,16736.640625,225211392,0
2023-01-02 11:00:00+00:00,16736.615234375,16737.525390625,16713.490234375,16734.787109375,16734.787109375,139137024,0
2023-01-02 12:00:00+00:00,16735.609375,16744.224609375,16731.697265625,16731.697265625,16731.697265625,30431232,0
2023-01-02 13:00:00+00:00,16730.953125,16735.064453125,16698.087890625,16707.037109375,16707.037109375,46505984,0
2023-01-02 14:00:00+00:00,16706.705078125,16714.703125,16693.642578125,16707.150390625,16707.150390625,179221504,0
2023-01-02 15:00:00+00:00,16707.29296875,16743.041015625,16702.654296875,16739.27734375,16739.27734375,292578304,0
2023-01-02 16:00:00+00:00,16738.236328125,16741.48828125,16723.0703125,16723.935546875,16723.935546875,0,0
2023-01-02 17:00:00+00:00,16723.203125,16726.3828125,16717.83203125,16722.05078125,16722.05078125,0,0
2023-01-02 18:00:00+00:00,16722.072265625,16734.701171875,16716.5859375,16727.607421875,16727.607421875,0,0
2023-01-02 19:00:00+00:00,16728.4375,16738.482421875,16727.005859375,16738.470703125,16738.470703125,0,0
2023-01-02 20:00:00+00:00,16738.76953125,16738.76953125,16725.134765625,16733.21484375,16733.21484375,0,0
2023-01-02 21:00:00+00:00,16733.8203125,16741.69140625,16731.267578125,16741.69140625,16741.69140625,0,0
2023-01-02 22:00:00+00:00,16748.845703125,16759.111328125,16707.3984375,16708.857421875,16708.857421875,276126720,0
2023-01-02 23:00:00+00:00,16708.32421875,16723.60546875,16688.482421875,16688.482421875,16688.482421875,213874688,0
2023-01-03 00:00:00+00:00,16688.84765625,16707.51171875,16680.625,16700.056640625,16700.056640625,130288640,0
2023-01-03 01:00:00+00:00,16700.29296875,16700.943359375,16666.916015625,16678.140625,16678.140625,0,0
2023-01-03 02:00:00+00:00,16679.291015625,16690.59375,16679.291015625,16684.15234375,16684.15234375,68002816,0
2023-01-03 03:00:00+00:00,16683.830078125,16700.548828125,16677.87109375,16696.939453125,16696.939453125,0,0
2023-01-03 04:00:00+00:00,16697.326171875,16700.46484375,16688.775390625,16691.66015625,16691.66015625,0,1
2023-01-03 05:00:00+00:00,16692.26953125,16719.958984375,16689.7890625,16719.958984375,16719.958984375,17508352,0
2023-01-03 06:00:00+00:00,16721.240234375,16760.447265625,16721.240234375,16733.84375,16733.84375,261134336,-1
2023-01-03 07:00:00+00:00,16733.1875,16734.48828125,16719.21875,16733.474609375,16733.474609375,0,0
2023-01-03 08:00:00+00:00,16733.693359375,16737.673828125,16714.830078125,16723.326171875,16723.326171875,0,1
2023-01-03 09:00:00+00:00,16724.5625,16759.87890625,16724.5625,16758.69921875,16758.69921875,62049280,-1
2023-01-03 10:00:00+00:00,16756.40234375,16756.40234375,16741.484375,16743.46875,16743.46875,0,0
2023-01-03 11:00:00+00:00,16744.017578125,16748.451171875,16733.13671875,16736.234375,16736.234375,27625472,0
2023-01-03 12:00:00+00:00,16734.439453125,16737.798828125,16712.908203125,16713.888671875,16713.888671875,105897984,0
2023-01-03 13:00:00+00:00,16714.34375,16732.68359375,16714.34375,16728.439453125,16728.439453125,119075840,0
2023-01-03 14:00:00+00:00,16728.587890625,16759.248046875,16696.62890625,16696.62890625,16696.62890625,532247552,0
2023-01-03 15:00:00+00:00,16687.10546875,16687.10546875,16639.509765625,16665.87109375,16665.87109375,548231168,0
2023-01-03 16:00:00+00:00,16667.44140625,16685.49609375,16630.984375,16630.984375,16630.984375,389563392,0
2023-01-03 17:00:00+00:00,16629.419921875,16641.076171875,16622.37109375,16630.1640625,16630.1640625,271706112,1
2023-01-03 18:00:00+00:00,16630.3671875,16650.978515625,16630.3671875,16647.05859375,16647.05859375,177948672,0
2023-01-03 19:00:00+00:00,16648.36328125,16652.220703125,16633.734375,16647.4921875,16647.4921875,195572736,0
2023-01-03 20:00:00+00:00,16647.6015625,16667.400390625,16647.40234375,16660.10546875,16660.10546875,255580160,0
2023-01-03 21:00:00+00:00,16661.28515625,16675.890625,16660.521484375,16673.580078125,16673.580078125,132721664,-1
2023-01-03 22:00:00+00:00,16673.25,16675.2265625,16661.0078125,16672.7265625,16672.7265625,0,0
2023-01-03 23:00:00+00:00,16674.00390625,16691.013671875,16674.00390625,16679.951171875,16679.951171875,0,0
2023-01-04 00:00:00+00:00,16680.205078125,16685.458984375,16667.763671875,16669.9296875,16669.9296875,0,1
2023-01-04 01:00:00+00:00,16671.099609375,16724.76171875,16669.287109375,16710.986328125,16710.986328125,279676928,0
2023-01-04 02:00:00+00:00,16710.3828125,16744.958984375,16709.197265625,16741.478515625,16741.478515625,331211776,0
2023-01-04 03:00:00+00:00,16741.337890625,16837.29296875,16740.86328125,16837.29296875,16837.29296875,898331648,0
2023-01-04 04:00:00+00:00,16840.0390625,16876.052734375,16840.0390625,16859.3515625,16859.3515625,638460928,-1
2023-01-04 05:00:00+00:00,16858.435546875,16859.533203125,16845.05859375,16855.123046875,16855.123046875,59361280,0
2023-01-04 06:00:00+00:00,16854.87890625,16871.296875,16851.451171875,16871.296875,16871.296875,0,0
2023-01-04 07:00:00+00:00,16871.177734375,16884.5703125,16856.861328125,16870.26953125,16870.26953125,98355200,0
2023-01-04 08:00:00+00:00,16871.8359375,16886.140625,16848.37109375,16869.171875,16869.171875,298249216,0
2023-01-04 09:00:00+00:00,16869.642578125,16869.642578125,16845.3828125,16847.53125,16847.53125,0,0
2023-01-04 10:00:00+00:00,16848.1328125,16851.654296875,16840.9921875,16845.255859375,16845.255859375,31297536,0
2023-01-04 11:00:00+00:00,16845.841796875,16854.9296875,16841.96875,16847.41015625,16847.41015625,3552256,0
2023-01-04 12:00:00+00:00,16846.962890625,16848.9921875,16817.544921875,16822.00390625,16822.00390625,159467520,0
2023-01-04 13:00:00+00:00,16820.296875,16840.005859375,16819.69140625,16833.626953125,16833.626953125,0,0
2023-01-04 14:00:00+00:00,16831.44140625,16849.25,16812.228515625,16829.9375,16829.9375,0,1
2023-01-04 15:00:00+00:00,16829.34375,16852.587890625,16789.75,16852.587890625,16852.587890625,18069504,0
2023-01-04 16:00:00+00:00,16853.30078125,16879.1484375,16844.380859375,16867.66796875,16867.66796875,22614016,0
2023-01-04 17:00:00+00:00,16867.283203125,16919.3203125,16855.1015625,16900.767578125,16900.767578125,309210112,0
2023-01-04 18:00:00+00:00,16900.49609375,16964.5859375,16887.7734375,16957.0078125,16957.0078125,442209280,-1
2023-01-04 19:00:00+00:00,16955.822265625,16960.177734375,16821.509765625,16842.033203125,16842.033203125,993354752,0
2023-01-04 20:00:00+00:00,16840.978515625,16847.107421875,16802.75390625,16804.451171875,16804.451171875,293746688,1
2023-01-04 21:00:00+00:00,16806.744140625,16832.958984375,16806.744140625,16827.412109375,16827.412109375,14905344,0
2023-01-04 22:00:00+00:00,16827.240234375,16844.5546875,16825.169921875,16839.689453125,16839.689453125,35092480,0
2023-01-04 23:00:00+00:00,16839.388671875,16871.705078125,16839.388671875,16863.375,16863.375,31746048,-1
2023-01-05 00:00:00+00:00,16863.47265625,16884.021484375,16844.01953125,16844.01953125,16844.01953125,116402176,0
2023-01-05 01:00:00+00:00,16842.888671875,16859.677734375,16826.138671875,16842.505859375,16842.505859375,0,0
2023-01-05 02:00:00+00:00,16841.814453125,16851.263671875,16834.65234375,16847.25,16847.25,0,0
2023-01-05 03:00:00+00:00,16846.64453125,16846.85546875,16828.75390625,16831.853515625,16831.853515625,0,0
2023-01-05 04:00:00+00:00,16832.064453125,16846.447265625,16832.064453125,16845.78515625,16845.78515625,0,0
2023-01-05 05:00:00+00:00,16845.03125,16853.505859375,16843.568359375,16848.5390625,16848.5390625,0,0
2023-01-05 06:00:00+00:00,16847.759765625,16850.42578125,16820.638671875,16829.66015625,16829.66015625,0,0
2023-01-05 07:00:00+00:00,16829.181640625,16829.181640625,16804.193359375,16826.11328125,16826.11328125,0,0
2023-01-05 08:00:00+00:00,16828.015625,16832.94140625,16802.626953125,16814.275390625,16814.275390625,0,0
2023-01-05 09:00:00+00:00,16814.126953125,16816.83203125,16798.62109375,16804.048828125,16804.048828125,0,1
2023-01-05 10:00:00+00:00,16804.876953125,16838.109375,16804.876953125,16836.763671875,16836.763671875,2566144,0
2023-01-05 11:00:00+00:00,16836.447265625,16842.2734375,16822.26953125,16840.32421875,16840.32421875,0,-1
2023-01-05 12:00:00+00:00,16840.533203125,16842.03515625,16822.892578125,16831.11328125,16831.11328125,0,0
2023-01-05 13:00:00+00:00,16831.501953125,16831.501953125,16799.576171875,16801.86328125,16801.86328125,276144128,1
2023-01-05 14:00:00+00:00,16801.365234375,16835.70703125,16790.283203125,16835.70703125,16835.70703125,225904640,0
2023-01-05 15:00:00+00:00,16836.318359375,16878.7578125,16828.84375,16854.46484375,16854.46484375,0,-1
2023-01-05 16:00:00+00:00,16854.421875,16873.857421875,16838.03125,16840.181640625,16840.181640625,0,0
2023-01-05 17:00:00+00:00,16841.6953125,16848.5859375,16825.419921875,16825.72265625,16825.72265625,0,1
2023-01-05 18:00:00+00:00,16826.177734375,16844.134765625,16815.958984375,16842.41015625,16842.41015625,0,0
2023-01-05 19:00:00+00:00,16843.505859375,16865.48828125,16839.85546875,16864.12890625,16864.12890625,0,-1
2023-01-05 20:00:00+00:00,16863.203125,16866.953125,16855.9609375,16860.421875,16860.421875,0,0
2023-01-05 21:00:00+00:00,16859.587890625,16864.984375,16843.52734375,16852.76953125,16852.76953125,26090496,0
2023-01-05 22:00:00+00:00,16853.572265625,16860.01953125,16839.5546875,16839.5546875,16839.5546875,0,0
2023-01-05 23:00:00+00:00,16840.1640625,16849.8984375,16827.787109375,16835.5859375,16835.5859375,18227200,0
2023-01-06 00:00:00+00:00,16836.47265625,16867.462890625,16834.59765625,16860.90625,16860.90625,22098944,0
2023-01-06 01:00:00+00:00,16861.90234375,16864.57421875,16836.587890625,16836.587890625,16836.587890625,0,0
2023-01-06 02:00:00+00:00,16836.220703125,16837.205078125,16814.912109375,16837.205078125,16837.205078125,158912512,0
2023-01-06 03:00:00+00:00,16837.6484375,16841.13671875,16831.0234375,16838.794921875,16838.794921875,0,0
2023-01-06 04:00:00+00:00,16836.921875,16838.599609375,16809.076171875,16823.5703125,16823.5703125,125524992,0
2023-01-06 05:00:00+00:00,16824.31640625,16824.31640625,16807.64453125,16814.693359375,16814.693359375,102779904,0
2023-01-06 06:00:00+00:00,16814.36328125,16815.22265625,16792.8671875,16792.8671875,16792.8671875,55029760,0
2023-01-06 07:00:00+00:00,16793.98828125,16801.12890625,16786.556640625,16798.263671875,16798.263671875,0,0
2023-01-06 08:00:00+00:00,16796.880859375,16813.505859375,16796.078125,16808.94921875,16808.94921875,0,0
2023-01-06 09:00:00+00:00,16808.51171875,16808.51171875,16772.90234375,16791.6953125,16791.6953125,0,0
2023-01-06 10:00:00+00:00,16791.537109375,16797.580078125,16777.953125,16777.953125,16777.953125,2803712,0
2023-01-06 11:00:00+00:00,16777.484375,16777.484375,16738.06640625,16747.888671875,16747.888671875,441678848,0
2023-01-06 12:00:00+00:00,16748.21484375,16748.453125,16727.162109375,16738.40625,16738.40625,106707968,0
2023-01-06 13:00:00+00:00,16738.21875,16792.8046875,16716.421875,16770.564453125,16770.564453125,704748544,0
2023-01-06 14:00:00+00:00,16771.61328125,16777.560546875,16738.009765625,16752.998046875,16752.998046875,0,1
2023-01-06 15:00:00+00:00,16753.16796875,16826.978515625,16753.16796875,16826.978515625,16826.978515625,166965248,0
2023-01-06 16:00:00+00:00,16829.205078125,16834.458984375,16805.50390625,16827.76953125,16827.76953125,176025600,-1
2023-01-06 17:00:00+00:00,16826.65625,16831.8359375,16811.7578125,16817.125,16817.125,54559744,1
2023-01-06 18:00:00+00:00,16815.35546875,16856.2890625,16815.35546875,16847.19921875,16847.19921875,76754944,0
2023-01-06 19:00:00+00:00,16848.13671875,16945.052734375,16844.7109375,16936.654296875,16936.654296875,0,-1
2023-01-06 20:00:00+00:00,16937.26171875,16991.994140625,16911.65234375,16911.65234375,16911.65234375,613467136,1
2023-01-06 21:00:00+00:00,16909.298828125,16937.75390625,16903.375,16924.189453125,16924.189453125,231863296,0
2023-01-06 22:00:00+00:00,16924.6640625,16958.109375,16924.6640625,16958.04296875,16958.04296875,134370304,-1
2023-01-06 23:00:00+00:00,16957.19140625,16971.310546875,16950.267578125,16953.45703125,16953.45703125,0,0
2023-01-07 00:00:00+00:00,16952.1171875,16966.263671875,16937.373046875,16966.263671875,16966.263671875,0,0
2023-01-07 01:00:00+00:00,16967.375,16975.017578125,16947.537109375,16952.466796875,16952.466796875,0,0
2023-01-07 02:00:00+00:00,16953.025390625,16957.388671875,16941.71875,16945.427734375,16945.427734375,0,0
2023-01-07 03:00:00+00:00,16945.62109375,16955.416015625,16939.064453125,16951.7265625,16951.7265625,0,0
2023-01-07 04:00:00+00:00,16951.20703125,16952.888671875,16941.666015625,16942.537109375,16942.537109375,0,0
2023-01-07 05:00:00+00:00,16942.33984375,16944.591796875,16938.525390625,16938.525390625,16938.525390625,0,0
2023-01-07 06:00:00+00:00,16938.037109375,16942.12890625,16929.478515625,16940.14453125,16940.14453125,0,0
2023-01-07 07:00:00+00:00,16939.90234375,16950.287109375,16938.291015625,16949.208984375,16949.208984375,0,0
2023-01-07 08:00:00+00:00,16948.93359375,16952.052734375,16932.02734375,16933.39453125,16933.39453125,0,0
2023-01-07 09:00:00+00:00,16934.05859375,16937.205078125,16928.6953125,16936.97265625,16936.97265625,0,0
2023-01-07 10:00:00+00:00,16937.373046875,16937.373046875,16918.591796875,16928.298828125,16928.298828125,0,0
2023-01-07 11:00:00+00:00,16928.953125,16928.953125,16916.083984375,16924.556640625,16924.556640625,0,0
2023-01-07 12:00:00+00:00,16924.05859375,16924.05859375,16914.19140625,16922.123046875,16922.123046875,0,0
2023-01-07 13:00:00+00:00,16922.263671875,16936.40234375,16921.125,16929.830078125,16929.830078125,0,0
2023-01-07 14:00:00+00:00,16928.935546875,16942.818359375,16916.763671875,16939.5625,16939.5625,0,0
2023-01-07 15:00:00+00:00,16940.541015625,16946.4296875,16939.900390625,16944.93359375,16944.93359375,0,0
2023-01-07 16:00:00+00:00,16944.77734375,16944.77734375,16923.494140625,16926.69921875,16926.69921875,0,0
2023-01-07 17:00:00+00:00,16925.9765625,16937.0390625,16925.9765625,16936.33203125,16936.33203125,0,0
2023-01-07 18:00:00+00:00,16936.548828125,16944.259765625,16935.404296875,16944.259765625,16944.259765625,0,0
2023-01-07 19:00:00+00:00,16944.1484375,16947.669921875,16942.994140625,16947.669921875,16947.669921875,0,0
2023-01-07 20:00:00+00:00,16947.837890625,16950.63671875,16943.80078125,16950.63671875,16950.63671875,0,0
2023-01-07 21:00:00+00:00,16950.095703125,16951.65625,16942.93359375,16948.73828125,16948.73828125,0,0
2023-01-07 22:00:00+00:00,16947.126953125,16947.126953125,16939.22265625,16944.046875,16944.046875,0,0
2023-01-07 23:00:00+00:00,16943.806640625,16955.140625,16940.68359375,16955.140625,16955.140625,0,0
2023-01-08 00:00:00+00:00,16954.146484375,16961.7890625,16924.05078125,16933.21875,16933.21875,44122624,0
2023-01-08 01:00:00+00:00,16933.576171875,16942.978515625,16927.107421875,16939.9765625,16939.9765625,0,0
2023-01-08 02:00:00+00:00,16939.50390625,16941.072265625,16927.873046875,16934.298828125,16934.298828125,0,0
2023-01-08 03:00:00+00:00,16934.765625,16947.6015625,16932.787109375,16947.205078125,16947.205078125,1381376,0
2023-01-08 04:00:00+00:00,16947.35546875,16948.6015625,16940.611328125,16940.611328125,16940.611328125,0,0
2023-01-08 05:00:00+00:00,16940.529296875,16948.947265625,16938.88671875,16948.794921875,16948.794921875,0,0
2023-01-08 06:00:00+00:00,16948.4140625,16948.625,16943.833984375,16947.01171875,16947.01171875,0,0
2023-01-08 07:00:00+00:00,16947.53515625,16953.771484375,16947.263671875,16950.759765625,16950.759765625,31389696,0
2023-01-08 08:00:00+00:00,16951.603515625,16955.640625,16948.0859375,16951.205078125,16951.205078125,0,0
2023-01-08 09:00:00+00:00,16951.095703125,16967.3203125,16937.802734375,16942.111328125,16942.111328125,112012800,0
2023-01-08 10:00:00+00:00,16942.48828125,16948.599609375,16939.623046875,16944.552734375,16944.552734375,0,0
2023-01-08 11:00:00+00:00,16944.189453125,16945.265625,16939.716796875,16939.84765625,16939.84765625,0,0
2023-01-08 12:00:00+00:00,16938.916015625,16938.916015625,16932.001953125,16933.037109375,16933.037109375,0,1
2023-01-08 13:00:00+00:00,16932.896484375,16942.087890625,16928.17578125,16935.236328125,16935.236328125,0,0
2023-01-08 14:00:00+00:00,16935.0703125,16959.818359375,16934.908203125,16959.05859375,16959.05859375,0,0
2023-01-08 15:00:00+00:00,16958.736328125,16997.98046875,16947.107421875,16992.5,16992.5,275939840,-1
2023-01-08 16:00:00+00:00,16997.060546875,17006.091796875,16936.486328125,16948.513671875,16948.513671875,502208000,0
2023-01-08 17:00:00+00:00,16947.171875,16955.580078125,16931.533203125,16932.734375,16932.734375,96665600,1
2023-01-08 18:00:00+00:00,16932.791015625,16943.87109375,16929.04296875,16938.375,16938.375,57928704,0
2023-01-08 19:00:00+00:00,16938.69140625,16945.888671875,16935.978515625,16944.166015625,16944.166015625,25639424,0
2023-01-08 20:00:00+00:00,16943.443359375,16979.83984375,16938.51953125,16976.15234375,16976.15234375,266706944,-1
2023-01-08 21:00:00+00:00,16977.1796875,16982.953125,16959.546875,16962.466796875,16962.466796875,138096640,1
2023-01-08 22:00:00+00:00,16961.4609375,16979.939453125,16957.416015625,16979.240234375,16979.240234375,54033408,0
2023-01-08 23:00:00+00:00,16977.6875,17085.744140625,16974.58203125,17085.744140625,17085.744140625,826297344,0
2023-01-09 00:00:00+00:00,17093.9921875,17170.30078125,17093.9921875,17163.513671875,17163.513671875,1019757568,0
2023-01-09 01:00:00+00:00,17170.0546875,17196.306640625,17154.654296875,17192.806640625,17192.806640625,562759680,0
2023-01-09 02:00:00+00:00,17189.283203125,17234.205078125,17171.798828125,17193.609375,17193.609375,777430016,0
2023-01-09 03:00:00+00:00,17192.91796875,17219.474609375,17184.328125,17207.599609375,17207.599609375,279432192,0
2023-01-09 04:00:00+00:00,17206.93359375,17241.279296875,17206.435546875,17229.927734375,17229.927734375,445973504,-1
2023-01-09 05:00:00+00:00,17229.580078125,17248.751953125,17215.8515625,17217.2265625,17217.2265625,310943744,0
2023-01-09 06:00:00+00:00,17215.7421875,17220.091796875,17194.1484375,17196.42578125,17196.42578125,214451200,1
2023-01-09 07:00:00+00:00,17193.9375,17218.30078125,17193.9375,17210.544921875,17210.544921875,207955968,0
2023-01-09 08:00:00+00:00,17210.85546875,17227.015625,17199.015625,17210.623046875,17210.623046875,285213696,0
2023-01-09 09:00:00+00:00,17207.740234375,17255.115234375,17202.69140625,17247.87109375,17247.87109375,412337152,0
2023-01-09 10:00:00+00:00,17249.494140625,17283.71875,17244.2265625,17267.166015625,17267.166015625,463996928,-1
2023-01-09 11:00:00+00:00,17267.74609375,17281.765625,17253.251953125,17253.251953125,17253.251953125,246782976,0
2023-01-09 12:00:00+00:00,17250.615234375,17260.880859375,17245.720703125,17257.21875,17257.21875,205459456,0
2023-01-09 13:00:00+00:00,17257.216796875,17285.8359375,17219.5625,17232.6328125,17232.6328125,410153984,1
2023-01-09 14:00:00+00:00,17232.615234375,17267.96875,17219.0546875,17267.96875,17267.96875,465425408,0
2023-01-09 15:00:00+00:00,17268.09765625,17322.763671875,17242.607421875,17297.193359375,17297.193359375,614154240,0
2023-01-09 16:00:00+00:00,17295.314453125,17349.212890625,17285.03125,17340.53125,17340.53125,212665344,0
2023-01-09 17:00:00+00:00,17339.212890625,17366.5,17318.828125,17354.228515625,17354.228515625,450373632,-1
2023-01-09 18:00:00+00:00,17354.140625,17389.95703125,17338.796875,17349.955078125,17349.955078125,587800576,0
2023-01-09 19:00:00+00:00,17349.908203125,17352.443359375,17320.744140625,17320.744140625,17320.744140625,326524928,0
2023-01-09 20:00:00+00:00,17316.4140625,17316.4140625,17208.880859375,17211.486328125,17211.486328125,500312064,0
2023-01-09 21:00:00+00:00,17211.9140625,17246.953125,17188.62890625,17190.298828125,17190.298828125,335362048,0
2023-01-09 22:00:00+00:00,17190.1640625,17225.7109375,17186.1015625,17206.447265625,17206.447265625,113473536,0
2023-01-09 23:00:00+00:00,17207.720703125,17212.373046875,17172.322265625,17198.076171875,17198.076171875,0,0
2023-01-10 00:00:00+00:00,17192.94921875,17223.671875,17189.158203125,17223.671875,17223.671875,0,0
2023-01-10 01:00:00+00:00,17224.6875,17230.451171875,17196.83203125,17202.861328125,17202.861328125,0,0
2023-01-10 02:00:00+00:00,17201.94140625,17221.916015625,17162.990234375,17193.140625,17193.140625,0,1
2023-01-10 03:00:00+00:00,17192.0625,17212.939453125,17185.939453125,17212.939453125,17212.939453125,0,0
2023-01-10 04:00:00+00:00,17212.208984375,17229.71875,17205.4921875,17229.71875,17229.71875,0,0
2023-01-10 05:00:00+00:00,17225.892578125,17235.587890625,17216.279296875,17234.697265625,17234.697265625,0,-1
2023-01-10 06:00:00+00:00,17234.482421875,17236.419921875,17200.87109375,17212.51171875,17212.51171875,0,0
2023-01-10 07:00:00+00:00,17211.533203125,17219.345703125,17201.97265625,17207.318359375,17207.318359375,0,1
2023-01-10 08:00:00+00:00,17206.86328125,17264.353515625,17195.77734375,17263.8828125,17263.8828125,61485056,-1
2023-01-10 09:00:00+00:00,17262.744140625,17269.248046875,17248.60546875,17254.478515625,17254.478515625,0,0
2023-01-10 10:00:00+00:00,17254.21875,17275.4921875,17244.4296875,17275.4921875,17275.4921875,0,0
2023-01-10 11:00:00+00:00,17275.525390625,17277.380859375,17254.587890625,17261.447265625,17261.447265625,0,0
2023-01-10 12:00:00+00:00,17259.291015625,17260.923828125,17230.19921875,17230.81640625,17230.81640625,8456192,1
2023-01-10 13:00:00+00:00,17230.830078125,17254.3203125,17226.640625,17254.3203125,17254.3203125,0,0
2023-01-10 14:00:00+00:00,17254.34765625,17305.083984375,17242.150390625,17285.845703125,17285.845703125,576178176,0
2023-01-10 15:00:00+00:00,17284.23046875,17353.701171875,17280.509765625,17322.560546875,17322.560546875,211854336,-1
2023-01-10 16:00:00+00:00,17320.919921875,17331.37890625,17295.681640625,17316.947265625,17316.947265625,0,1
2023-01-10 17:00:00+00:00,17315.552734375,17330.306640625,17301.265625,17327.615234375,17327.615234375,0,0
2023-01-10 18:00:00+00:00,17327.599609375,17422.755859375,17327.599609375,17422.755859375,17422.755859375,150927360,0
2023-01-10 19:00:00+00:00,17421.671875,17443.48828125,17413.15234375,17443.48828125,17443.48828125,114497536,0
2023-01-10 20:00:00+00:00,17443.0,17483.068359375,17419.18359375,17481.9921875,17481.9921875,0,-1
2023-01-10 21:00:00+00:00,17480.89453125,17484.720703125,17455.009765625,17469.71875,17469.71875,0,0
2023-01-10 22:00:00+00:00,17469.84765625,17469.84765625,17429.326171875,17444.091796875,17444.091796875,72861696,0
2023-01-10 23:00:00+00:00,17442.904296875,17446.345703125,17428.548828125,17446.345703125,17446.345703125,0,0
2023-01-11 00:00:00+00:00,17446.359375,17486.619140625,17438.451171875,17473.5703125,17473.5703125,86360064,0
2023-01-11 01:00:00+00:00,17472.57421875,17493.31640625,17448.892578125,17464.119140625,17464.119140625,30616576,0
2023-01-11 02:00:00+00:00,17464.771484375,17464.771484375,17420.416015625,17420.416015625,17420.416015625,0,0
2023-01-11 03:00:00+00:00,17410.259765625,17421.173828125,17389.845703125,17421.119140625,17421.119140625,164907008,0
2023-01-11 04:00:00+00:00,17420.4375,17430.13671875,17403.416015625,17415.287109375,17415.287109375,0,1
2023-01-11 05:00:00+00:00,17415.5234375,17438.24609375,17410.89453125,17426.650390625,17426.650390625,34891776,0
2023-01-11 06:00:00+00:00,17424.8984375,17443.857421875,17403.73828125,17443.5546875,17443.5546875,158834688,0
